Date,Shares Outstanding,Rate of Change (%)
2024-10-15,4308.484210526316,-0.0019544897071566147
2024-10-16,4308.4,-0.001954527908232251
2024-10-17,4308.315789473684,-0.001954566110751177
2024-10-18,4308.231578947369,-0.0019546043147800063
2024-10-19,4308.147368421052,-0.001954642520329841
2024-10-20,4308.063157894737,-0.0019546807273340683
2024-10-21,4307.978947368421,-0.0019547189358481987
2024-10-22,4307.894736842105,-0.0019547571458722324
2024-10-23,4307.8105263157895,-0.0019547953573506582
2024-10-24,4307.726315789474,-0.0019548335703500896
2024-10-25,4307.642105263158,-0.0019548717848594244
2024-10-26,4307.557894736842,-0.0019549100008231513
2024-10-27,4307.473684210527,-0.0019549482182967814
2024-10-28,4307.38947368421,-0.001954986437291417
2024-10-29,4307.305263157895,-0.001955024657740445
2024-10-30,4307.221052631579,-0.0019550628796993763
2024-10-31,4307.136842105263,-0.001955101103179313
2024-11-01,4307.0526315789475,-0.001955139328113642
2024-11-02,4306.968421052631,-0.0019551775545800787
2024-11-03,4306.884210526316,-0.0019552157824898053
2024-11-04,4306.8,-0.0019552540119316397
2024-11-05,4306.715789473684,-0.0019552922428833774
2024-11-06,4306.631578947368,-0.0019553304752895073
2024-11-07,4306.547368421053,-0.0019553687092055405
2024-11-08,4306.4631578947365,-0.0019554069446425792
2024-11-09,4306.378947368421,-0.00195544518153401
2024-11-10,4306.2947368421055,-0.0019554834199353444
2024-11-11,4306.210526315789,-0.001955521659857684
2024-11-12,4306.126315789474,-0.001955559901234416
2024-11-13,4306.042105263158,-0.0019555981441321535
2024-11-14,4305.957894736842,-0.0019556363885397943
2024-11-15,4305.873684210526,-0.001955674634401827
2024-11-16,4305.789473684211,-0.0019557128817848657
2024-11-17,4305.7052631578945,-0.0019557511306778075
2024-11-18,4305.621052631579,-0.0019557893810362437
2024-11-19,4305.5368421052635,-0.001955827632904583
2024-11-20,4305.452631578947,-0.001955865886293928
2024-11-21,4305.368421052632,-0.001955904141126563
2024-11-22,4305.284210526316,-0.001955942397491306
2024-11-23,4305.2,-0.001955980655365952
2024-11-24,4305.115789473684,-0.0019560189146949902
2024-11-25,4305.031578947369,-0.001956057175545034
2024-11-26,4304.9473684210525,-0.001956095437904981
2024-11-27,4304.863157894737,-0.0019561337017304226
2024-11-28,4304.778947368421,-0.001956171967087972
2024-11-29,4304.694736842105,-0.0019562102339110155
2024-11-30,4304.61052631579,-0.0019562485022439624
2024-12-01,4304.526315789473,-0.0019562867720868127
2024-12-02,4304.442105263158,-0.0019563250433951573
2024-12-03,4304.357894736842,-0.0019563633162245075
2024-12-04,4304.273684210526,-0.001956401590563761
2024-12-05,4304.1894736842105,-0.001956439866368509
2024-12-06,4304.105263157895,-0.00195647814368316
2024-12-07,4304.021052631579,-0.001956516422518817
2024-12-08,4303.936842105263,-0.001956554702819968
2024-12-09,4303.852631578948,-0.0019565929846310226
2024-12-10,4303.768421052631,-0.0019566312679630826
2024-12-11,4303.684210526316,-0.001956669552749535
2024-12-12,4303.6,-0.0019567078390569925
2024-12-13,4303.515789473684,-0.0019567461268743536
2024-12-14,4303.4315789473685,-0.001956784416157209
2024-12-15,4303.347368421053,-0.00195682270696107
2024-12-16,4303.263157894737,-0.0019568609992859365
2024-12-17,4303.178947368421,-0.001956899293065195
2024-12-18,4303.094736842106,-0.0019569375883654594
2024-12-19,4303.010526315789,-0.001956975885175627
2024-12-20,4302.926315789474,-0.001957014183451289
2024-12-21,4302.8421052631575,-0.001957052483270161
2024-12-22,4302.757894736842,-0.001957090784543425
2024-12-23,4302.6736842105265,-0.0019571290873376945
2024-12-24,4302.58947368421,-0.0019571673916529697
2024-12-25,4302.505263157895,-0.001957205697422637
2024-12-26,4302.421052631579,-0.00195724400471331
2024-12-27,4302.336842105263,-0.0019572823135249884
2024-12-28,4302.252631578947,-0.001957320623791059
2024-12-29,4302.168421052632,-0.001957358935578135
2024-12-30,4302.0842105263155,-0.001957397248897319
2024-12-31,4302.0,-0.001957435563659793
