Date,Short Interest,Close,Average Daily Volume,Short Interest Ratio,Short Interest_roc,Average Daily Volume_roc,Short Interest Ratio_roc
2020-03-11 00:00:00,34548949,53.49,16177521,2.135614536,0,0,0
2020-03-12 00:00:00,34548949,53.49,16177521,2.135614536,0,0,0
2020-03-13 00:00:00,34521502,48.47,22355583,1.54420048,-0.000794438,0.381891762,-0.276929214
2020-03-14 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-15 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-16 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-17 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-18 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-19 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-20 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-21 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-22 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-23 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-24 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-25 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-26 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-27 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-28 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-29 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-30 00:00:00,34521502,48.47,22355583,1.54420048,0,0,0
2020-03-31 00:00:00,28535432,44.25,34235511,0.833503902,-0.173401204,0.531407658,-0.460235952
2020-04-01 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-02 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-03 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-04 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-05 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-06 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-07 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-08 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-09 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-10 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-11 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-12 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-13 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-14 00:00:00,28535432,44.25,34235511,0.833503902,0,0,0
2020-04-15 00:00:00,27336426,47.61,17738725,1.541059236,-0.042018148,-0.481861831,0.848892648
2020-04-16 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-17 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-18 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-19 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-20 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-21 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-22 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-23 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-24 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-25 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-26 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-27 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-28 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-29 00:00:00,27336426,47.61,17738725,1.541059236,0,0,0
2020-04-30 00:00:00,28041071,45.89,16739654,1.67512847,0.025776779,-0.056321466,0.086998106
2020-05-01 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-02 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-03 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-04 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-05 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-06 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-07 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-08 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-09 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-10 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-11 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-12 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-13 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-14 00:00:00,28041071,45.89,16739654,1.67512847,0,0,0
2020-05-15 00:00:00,29224008,43.26,13701373,2.13292551,0.042185871,-0.181502019,0.273290705
2020-05-16 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-17 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-18 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-19 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-20 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-21 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-22 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-23 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-24 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-25 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-26 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-27 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-28 00:00:00,29224008,43.26,13701373,2.13292551,0,0,0
2020-05-29 00:00:00,26507099,46.68,16596140,1.597184586,-0.092968391,0.211275687,-0.251176575
2020-05-30 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-05-31 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-01 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-02 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-03 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-04 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-05 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-06 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-07 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-08 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-09 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-10 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-11 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-12 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-13 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-14 00:00:00,26507099,46.68,16596140,1.597184586,0,0,0
2020-06-15 00:00:00,24066738,46.3,16555087,1.453736728,-0.092064431,-0.002473647,-0.08981295
2020-06-16 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-17 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-18 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-19 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-20 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-21 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-22 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-23 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-24 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-25 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-26 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-27 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-28 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-29 00:00:00,24066738,46.3,16555087,1.453736728,0,0,0
2020-06-30 00:00:00,24221422,44.68,16163231,1.498550754,0.006427294,-0.023669824,0.030826783
2020-07-01 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-02 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-03 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-04 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-05 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-06 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-07 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-08 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-09 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-10 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-11 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-12 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-13 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-14 00:00:00,24221422,44.68,16163231,1.498550754,0,0,0
2020-07-15 00:00:00,26966980,46.4,13696952,1.96883073,0.11335247,-0.152585767,0.313823189
2020-07-16 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-17 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-18 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-19 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-20 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-21 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-22 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-23 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-24 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-25 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-26 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-27 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-28 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-29 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-30 00:00:00,26966980,46.4,13696952,1.96883073,0,0,0
2020-07-31 00:00:00,28552293,47.24,16145703,1.768414358,0.058787191,0.178780724,-0.101794618
2020-08-01 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-02 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-03 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-04 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-05 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-06 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-07 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-08 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-09 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-10 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-11 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-12 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-13 00:00:00,28552293,47.24,16145703,1.768414358,0,0,0
2020-08-14 00:00:00,21572647,48.45,10669168,2.021961506,-0.24445133,-0.339194583,0.143375418
2020-08-15 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-16 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-17 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-18 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-19 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-20 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-21 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-22 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-23 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-24 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-25 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-26 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-27 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-28 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-29 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-30 00:00:00,21572647,48.45,10669168,2.021961506,0,0,0
2020-08-31 00:00:00,19631176,49.53,10627895,1.847136804,-0.089996884,-0.003868437,-0.086462923
2020-09-01 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-02 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-03 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-04 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-05 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-06 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-07 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-08 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-09 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-10 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-11 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-12 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-13 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-14 00:00:00,19631176,49.53,10627895,1.847136804,0,0,0
2020-09-15 00:00:00,23534255,51.05,15988451,1.471953412,0.198820437,0.504385487,-0.203116191
2020-09-16 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-17 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-18 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-19 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-20 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-21 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-22 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-23 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-24 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-25 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-26 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-27 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-28 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-29 00:00:00,23534255,51.05,15988451,1.471953412,0,0,0
2020-09-30 00:00:00,19443107,49.37,13923997,1.396373972,-0.173838008,-0.129121577,-0.051346353
2020-10-01 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-02 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-03 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-04 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-05 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-06 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-07 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-08 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-09 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-10 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-11 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-12 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-13 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-14 00:00:00,19443107,49.37,13923997,1.396373972,0,0,0
2020-10-15 00:00:00,23381039,49.99,11083238,2.109585574,0.202536148,-0.204018932,0.510759736
2020-10-16 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-17 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-18 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-19 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-20 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-21 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-22 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-23 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-24 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-25 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-26 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-27 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-28 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-29 00:00:00,23381039,49.99,11083238,2.109585574,0,0,0
2020-10-30 00:00:00,24160850,48.06,13137864,1.839024213,0.033352282,0.185381384,-0.128253324
2020-10-31 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-01 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-02 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-03 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-04 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-05 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-06 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-07 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-08 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-09 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-10 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-11 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-12 00:00:00,24160850,48.06,13137864,1.839024213,0,0,0
2020-11-13 00:00:00,28692229,53.45,16069489,1.785509732,0.187550479,0.223143199,-0.029099389
2020-11-14 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-15 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-16 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-17 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-18 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-19 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-20 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-21 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-22 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-23 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-24 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-25 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-26 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-27 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-28 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-29 00:00:00,28692229,53.45,16069489,1.785509732,0,0,0
2020-11-30 00:00:00,27597532,51.6,12299665,2.243762899,-0.038153083,-0.234595139,0.256651173
2020-12-01 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-02 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-03 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-04 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-05 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-06 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-07 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-08 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-09 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-10 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-11 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-12 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-13 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-14 00:00:00,27597532,51.6,12299665,2.243762899,0,0,0
2020-12-15 00:00:00,24947473,53.84,14050582,1.775547305,-0.096025217,0.142354853,-0.208674274
2020-12-16 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-17 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-18 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-19 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-20 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-21 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-22 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-23 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-24 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-25 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-26 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-27 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-28 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-29 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
2020-12-30 00:00:00,24947473,53.84,14050582,1.775547305,0,0,0
