Date,PX_LAST,PX_BID,Price,RSI,RSI_Signal,MACD_Line,MACD_Signal,MACD_Hist,MACD_Signal_Indicator,Bollinger_SMA,Bollinger_Upper,Bollinger_Lower,Bollinger_Signal,SMA_9,SMA_20,EMA_9,EMA_20,SMA_Cross_Signal,EMA_Cross_Signal,Overall_Signal
2020-01-22,57.61,57.6,57.61,81.53246804960362,Sell,0.49206019761252406,0.22463119697816208,0.267429000634362,Buy,,,,Hold,56.471111111111114,,56.57336967731775,55.99524195048661,Hold,Hold,Hold
2020-01-23,57.83,57.82,57.83,82.87207695941234,Sell,0.5739808951650645,0.29450113661554256,0.2794797585495219,Buy,,,,Hold,56.74777777777778,,56.82469574185421,56.169980812345024,Hold,Hold,Hold
2020-01-24,57.68,57.67,57.68,78.68130541192838,Sell,0.6196568730747103,0.3595322839073761,0.26012458916733416,Buy,,,,Hold,56.986666666666665,,56.99575659348337,56.31379216355026,Hold,Hold,Hold
2020-01-27,57.48,57.44,57.48,73.35485319264161,Sell,0.6324268629119061,0.41411119970828214,0.21831566320362394,Buy,,,,Hold,57.13666666666667,,57.0926052747867,56.42485957654547,Hold,Hold,Hold
2020-01-28,57.01,57.01,57.01,62.62556983547953,Hold,0.5977318194748236,0.45083532366159046,0.1468964958132331,Buy,,,,Hold,57.24888888888889,,57.07608421982936,56.480587235922094,Hold,Hold,Buy
2020-01-29,57.01,57.03,57.01,62.62556983547953,Hold,0.5637373345087298,0.4734157258310184,0.09032160867771138,Buy,56.177499999999995,58.56892217101037,53.78607782898962,Hold,57.28333333333333,56.177499999999995,57.06286737586349,56.53100749916761,Hold,Hold,Buy
2020-01-30,58.86,58.87,58.86,77.58931350818162,Sell,0.6782574692559962,0.514384074516014,0.1638733947399822,Buy,56.35300000000001,58.991174009663354,53.714825990336664,Hold,57.510000000000005,56.35300000000001,57.422293900690796,56.75281630877069,Hold,Hold,Hold
2020-01-31,58.4,58.38,58.4,70.07640217433796,Sell,0.7235566350066307,0.5562185866141374,0.16733804839249333,Buy,56.5235,59.230638905307885,53.81636109469211,Hold,57.67222222222222,56.5235,57.61783512055264,56.90969094603063,Hold,Hold,Hold
2020-02-03,58.58,58.56,58.58,71.24954381642078,Sell,0.7651607490846928,0.5980070191082485,0.1671537299764443,Buy,56.718,59.42944630273801,54.006553697262,Hold,57.82888888888889,56.718,57.810268096442115,57.06876799878962,Hold,Hold,Hold
2020-02-04,58.84,58.83,58.84,72.90210563122704,Sell,0.8097775250822039,0.6403611203030396,0.1694164047791643,Buy,56.9265,59.616084393642694,54.2369156063573,Hold,57.96555555555555,56.9265,58.016214477153696,57.23745676080966,Hold,Hold,Hold
2020-02-05,58.85,58.83,58.85,72.96646727267166,Sell,0.8363031755066643,0.6795495313437645,0.15675364416289983,Buy,57.156499999999994,59.66287313977578,54.650126860224205,Hold,58.07888888888889,57.156499999999994,58.18297158172296,57.391032307399215,Hold,Hold,Hold
2020-02-06,58.99,58.99,58.99,73.90106988293903,Sell,0.8587229509046779,0.7153842152559472,0.14333873564873068,Buy,57.3885,59.64788300846657,55.12911699153343,Hold,58.224444444444444,57.3885,58.34437726537837,57.54331494478976,Hold,Hold,Hold
2020-02-07,59.19,59.18,59.19,75.21910740967557,Sell,0.8824567014198763,0.7487987124887331,0.13365798893114322,Buy,57.580999999999996,59.760124884709,55.40187511529099,Hold,58.41444444444445,57.580999999999996,58.5135018123027,57.700142092905025,Hold,Hold,Hold
2020-02-10,59.75,59.75,59.75,78.49406784146431,Sell,0.935667398246089,0.7861724496402043,0.14949494860588475,Buy,57.791999999999994,59.952083819036496,55.63191618096349,Hold,58.71888888888889,57.791999999999994,58.76080144984216,57.895366655485496,Hold,Hold,Hold
2020-02-11,59.59,59.59,59.59,75.4269375446429,Sell,0.9539302815344826,0.81972401601906,0.13420626551542258,Buy,57.964999999999996,60.11883623479501,55.81116376520498,Hold,59.00555555555555,57.964999999999996,58.92664115987373,58.05676030734402,Hold,Hold,Hold
2020-02-12,59.41,59.4,59.41,72.01759071579836,Sell,0.943008833609035,0.8443809795370549,0.09862785407198005,Buy,58.1355,60.17101079843034,56.09998920156966,Hold,59.06666666666667,58.1355,59.023312927898985,58.18564027807316,Hold,Hold,Hold
2020-02-13,59.61,59.62,59.61,73.4533969621019,Sell,0.9396600201790193,0.8634367876654478,0.07622323251357144,Buy,58.28099999999999,60.30042044838825,56.26157955161173,Hold,59.2011111111111,58.28099999999999,59.14065034231919,58.32129358492333,Hold,Hold,Hold
2020-02-14,59.95,59.93,59.95,75.73300576590803,Sell,0.9534504367773948,0.8814395174878373,0.0720109192895575,Buy,58.4375,60.46530539915505,56.40969460084495,Hold,59.35333333333334,58.4375,59.30252027385536,58.476408481597296,Hold,Hold,Hold
2020-02-18,59.53,59.53,59.53,67.96849526104945,Hold,0.9198850886789458,0.8891286317260592,0.030756456952886646,Buy,58.56699999999999,60.52162312964613,56.612376870353856,Hold,59.43,58.56699999999999,59.348016219084286,58.57675053096898,Hold,Hold,Buy
2020-02-19,59.77,59.77,59.77,69.86949449001958,Hold,0.9022497294715706,0.8917528512751616,0.010496878196408987,Buy,58.697,60.605717949443196,56.78828205055681,Hold,59.53222222222223,58.697,59.43241297526743,58.69039333754336,Hold,Hold,Buy
2020-02-20,59.72,59.68,59.72,68.95139216955835,Hold,0.8741622004119876,0.8882347211025268,-0.014072520690539214,Sell,58.802499999999995,60.69139134846769,56.9136086515323,Hold,59.61333333333333,58.802499999999995,59.48993038021395,58.788451114920186,Hold,Hold,Sell
2020-02-21,60.13,60.12,60.13,72.17962599573454,Sell,0.8749008918848276,0.885567955258987,-0.010667063374159458,Sell,58.9175,60.83690643237223,56.99809356762776,Hold,59.71777777777778,58.9175,59.61794430417117,58.91621767540398,Hold,Hold,Sell
2020-02-24,58.65,58.64,58.65,51.40303958331778,Hold,0.7474465801682797,0.8579436802408456,-0.11049710007256586,Sell,58.96600000000001,60.80090599214248,57.131094007857534,Hold,59.595555555555556,58.96600000000001,59.424355443336935,58.890863611079794,Hold,Hold,Sell
2020-02-25,57.82,57.83,57.82,43.79033622201308,Hold,0.5728604774824575,0.800927039689168,-0.2280665622067105,Sell,58.983000000000004,60.765489093492974,57.200510906507034,Hold,59.39888888888889,58.983000000000004,59.103484354669554,58.78887660050077,Hold,Hold,Sell
2020-02-26,57.6,57.59,57.6,42.01420311659136,Hold,0.411998311817122,0.7231412941147589,-0.3111429822976369,Sell,59.0125,60.6728471418891,57.352152858110905,Hold,59.19777777777777,59.0125,58.80278748373565,58.67565025759594,Hold,Hold,Sell
2020-02-27,54.93,54.88,54.93,27.45819085508701,Buy,0.06828011009280033,0.5921690573103673,-0.523888947217567,Sell,58.908500000000004,61.22707737689125,56.589922623108755,Buy,58.67777777777778,58.908500000000004,58.02822998698852,58.31892166163443,Sell,Sell,Buy
2020-02-28,53.49,53.61,53.49,22.858488709754397,Buy,-0.31666469308257916,0.410402307231778,-0.7270670003143571,Sell,58.64,61.99452561553245,55.28547438446755,Buy,57.96,58.64,57.12058398959082,57.85902436052639,Hold,Hold,Buy
2020-03-02,55.92,55.93,55.92,40.861862483259706,Hold,-0.4208047560481063,0.2441608945758012,-0.6649656506239074,Sell,58.516000000000005,62.08440757643787,54.94759242356214,Hold,57.55888888888889,58.516000000000005,56.880467191672665,57.67435537380959,Hold,Hold,Sell
2020-03-03,56.06,56.04,56.06,41.70596715123991,Hold,-0.4864323865077296,0.09804223835909505,-0.5844746248668247,Sell,58.39,62.12305575409182,54.65694424590818,Hold,57.146666666666675,58.39,56.71637375333814,57.520607242970584,Hold,Hold,Sell
2020-03-04,58.92,58.91,58.92,55.63672978640653,Hold,-0.30415850853155746,0.017602088980964548,-0.321760597512522,Sell,58.394000000000005,62.12925677268577,54.65874322731424,Hold,57.05777777777777,58.394000000000005,57.15709900267051,57.65388274364005,Hold,Hold,Sell
2020-03-05,56.74,56.72,56.74,46.51251047139893,Hold,-0.3317882792507234,-0.05227598466537304,-0.2795122945853504,Sell,58.2885,62.088163558513415,54.48883644148658,Hold,56.68111111111111,58.2885,57.07367920213641,57.5668462918648,Hold,Hold,Sell
2020-03-06,55.26,55.25,55.26,41.53268590405116,Hold,-0.46771715056345897,-0.13536421784499023,-0.3323529327184688,Sell,58.10200000000001,62.11676013572026,54.08723986427976,Hold,56.30444444444444,58.10200000000001,56.710943361709134,57.34714664502053,Hold,Hold,Sell
2020-03-09,51.86,51.84,51.86,32.83532539564513,Hold,-0.840109090759313,-0.2763131924278548,-0.5637958983314582,Sell,57.7355,62.58381593116837,52.88718406883164,Buy,55.64222222222222,57.7355,55.74075468936731,56.82456125025667,Hold,Hold,Hold
2020-03-10,53.66,53.65,53.66,39.998975888693046,Hold,-0.9787055215024054,-0.41679165824276493,-0.5619138632596405,Sell,57.431000000000004,62.50625223640735,52.35574776359266,Hold,55.20444444444444,57.431000000000004,55.32460375149385,56.52317446451794,Hold,Hold,Sell
2020-03-11,52.21,52.2,52.21,36.61139316256051,Hold,-1.19180864505892,-0.571795055605996,-0.6200135894529241,Sell,57.062,62.533951831120675,51.59004816887932,Hold,54.90222222222222,57.062,54.70168300119508,56.112395944087666,Hold,Hold,Sell
2020-03-12,47.16,47.15,47.16,27.785366631469586,Buy,-1.7480369196965526,-0.8070434284241074,-0.9409934912724452,Sell,56.4495,63.36643718346491,49.53256281653509,Buy,54.19888888888889,56.4495,53.19334640095607,55.25978680655551,Hold,Hold,Buy
2020-03-13,48.47,48.2,48.47,32.34188836922067,Hold,-2.0594062298007287,-1.0575159886994316,-1.001890241101297,Sell,55.892500000000005,63.4977305408151,48.28726945918491,Hold,53.37111111111111,55.892500000000005,52.24867712076486,54.61314044402641,Hold,Hold,Sell
2020-03-16,45.26,45.25,45.26,27.72546624132619,Buy,-2.5359559031894534,-1.353203971597436,-1.1827519315920174,Sell,55.158,63.870178046607435,46.44582195339257,Buy,52.17111111111112,55.158,50.85094169661189,53.72236516364294,Hold,Hold,Buy
2020-03-17,47.18,47.17,47.18,33.8111047624718,Hold,-2.727258856377894,-1.6280149485535276,-1.0992439078243663,Sell,54.54050000000001,63.6877480187097,45.39325198129032,Hold,50.86666666666667,54.54050000000001,50.11675335728952,53.099282767105514,Hold,Hold,Sell
2020-03-18,44.85,44.85,44.85,30.45929003035417,Hold,-3.0319291603702325,-1.9087977909168687,-1.1231313694533638,Sell,53.79449999999999,63.55877963764371,44.030220362356275,Hold,49.54555555555555,53.79449999999999,49.06340268583162,52.313636789285944,Hold,Hold,Sell
2020-03-19,41.83,41.81,41.83,26.756825282461108,Buy,-3.4769907471406327,-2.2224363821616215,-1.2545543649790112,Sell,52.9,63.610600749773596,42.1893992502264,Buy,48.053333333333335,52.9,47.616722148665296,51.31519519030633,Hold,Hold,Buy
2020-03-20,38.3,38.3,38.3,23.2060383894012,Buy,-4.06765733794775,-2.5914805733188473,-1.476176764628903,Sell,51.8085,63.79063806595371,39.8263619340463,Buy,46.54666666666666,51.8085,45.75337771893224,50.07565279122954,Hold,Hold,Buy
2020-03-23,37.56,37.55,37.56,22.53102456988502,Buy,-4.543106577606338,-2.9818057741763453,-1.5613008034299924,Sell,50.754000000000005,63.86036229590715,37.64763770409286,Buy,44.757777777777775,50.754000000000005,44.114702175145794,48.88368585873149,Hold,Hold,Buy
2020-03-24,39.45,39.34,39.45,28.269913018952366,Buy,-4.713067018049898,-3.328058022951056,-1.385008995098842,Sell,49.835499999999996,63.42279046223934,36.24820953776065,Hold,43.34,49.835499999999996,43.181761740116634,47.98523958647135,Hold,Hold,Hold
2020-03-25,41.61,41.61,41.61,34.26345404125287,Hold,-4.620209049530743,-3.586488228266994,-1.0337208212637492,Sell,49.036,62.58129306477063,35.490706935229376,Hold,42.72333333333333,49.036,42.867409392093315,47.37807391156932,Hold,Hold,Sell
2020-03-26,44.29,44.19,44.29,40.86563998940453,Hold,-4.281015951123649,-3.7253937728383253,-0.5556221782853239,Sell,48.504,61.90966164762199,35.09833835237801,Hold,42.25888888888889,48.504,43.15192751367465,47.083971634277,Hold,Hold,Sell
2020-03-27,42.81,42.82,42.81,38.56231322720808,Hold,-4.084542544096735,-3.7972235270900074,-0.28731901700672724,Sell,47.97,61.390245507205925,34.54975449279407,Hold,41.986666666666665,47.97,43.08354201093972,46.67692671672681,Hold,Hold,Sell
2020-03-30,45.0,44.99,45.0,43.62574697831264,Hold,-3.7093620395132945,-3.7796512295746654,0.07028919006137091,Buy,47.424,60.36227679081669,34.485723209183305,Hold,41.74444444444444,47.424,43.46683360875178,46.51721941037188,Hold,Hold,Buy
2020-03-31,44.25,44.22,44.25,42.33882876194054,Hold,-3.432974327494783,-3.7103158491586887,0.2773415216639057,Buy,46.8335,59.176537713626104,34.4904622863739,Hold,41.67777777777778,46.8335,43.62346688700143,46.30129375224123,Hold,Hold,Buy
2020-04-01,42.12,42.12,42.12,38.83506266598514,Hold,-3.3472235636341807,-3.6376973920537874,0.29047382841960667,Buy,45.9935,57.09766569533568,34.88933430466432,Hold,41.71,45.9935,43.32277350960114,45.90307529964683,Hold,Hold,Buy
2020-04-02,43.95,43.93,43.95,43.18530188286441,Hold,-3.0959120128757647,-3.529340316218183,0.43342830334241844,Buy,45.354,55.26089584396413,35.44710415603587,Hold,42.33777777777778,45.354,43.44821880768092,45.71706812825189,Hold,Hold,Buy
2020-04-03,43.83,43.85,43.83,42.96948491258089,Hold,-2.8733070997416803,-3.398133672922883,0.5248265731812025,Buy,44.7825,53.53473610525338,36.03026389474662,Hold,43.034444444444446,44.7825,43.52457504614473,45.53734735413266,Hold,Hold,Buy
2020-04-06,46.67,46.61,46.67,49.41283528734406,Hold,-2.439604594012785,-3.2064278571408633,0.7668232631280785,Buy,44.523,52.67914227696531,36.3668577230347,Hold,43.836666666666666,44.523,44.15366003691579,45.64521903469146,Hold,Hold,Buy
2020-04-07,46.51,46.48,46.51,49.07642928466326,Hold,-2.0847709545498248,-2.9820964766226554,0.8973255220728307,Buy,44.1655,51.18262034204432,37.14837965795568,Hold,44.38111111111111,44.1655,44.62492802953263,45.727579126625606,Buy,Hold,Buy
2020-04-08,47.82,47.78,47.82,51.960202644100136,Hold,-1.6785078928104724,-2.721378759860219,1.0428708670497464,Buy,43.946,50.12861876043132,37.76338123956867,Hold,44.77333333333333,43.946,45.263942423626105,45.92685730504221,Hold,Hold,Buy
2020-04-09,49.0,48.98,49.0,54.461778831144336,Hold,-1.2469512730111418,-2.4264932624904034,1.1795419894792616,Buy,44.038,50.47165362351469,37.6043463764853,Hold,45.46111111111111,44.038,46.01115393890089,46.219537561704854,Hold,Hold,Buy
2020-04-13,46.93,46.92,46.93,49.58394843031569,Hold,-1.0597550464104089,-2.1531456192744045,1.0933905728639957,Buy,43.961,50.20539083034531,37.71660916965469,Hold,45.675555555555555,43.961,46.19492315112072,46.28720065106629,Hold,Hold,Buy
2020-04-14,48.92,48.9,48.92,53.86213556049105,Hold,-0.7422679167783741,-1.8709700787751986,1.1287021619968245,Buy,44.144,50.7525826173637,37.5354173826363,Hold,46.19444444444444,44.144,46.73993852089657,46.53794344620284,Hold,Buy,Buy
2020-04-15,47.61,47.6,47.61,50.80575944566955,Hold,-0.5895669700093578,-1.6146894570220305,1.0251224870126727,Buy,44.1655,50.81832045451366,37.51267954548634,Hold,46.80444444444444,44.1655,46.91395081671726,46.640044070373996,Hold,Hold,Buy
2020-04-16,47.1,47.1,47.1,49.62514370369203,Hold,-0.5038945248768343,-1.3925304705929913,0.888635945716157,Buy,44.278000000000006,51.05450305719742,37.50149694280259,Hold,47.154444444444444,44.278000000000006,46.95116065337381,46.68384939700505,Hold,Hold,Buy
2020-04-17,48.06,48.05,48.06,51.89137536900609,Hold,-0.35444865447526297,-1.1849141073694458,0.8304654528941828,Buy,44.5895,51.46424240665716,37.71475759334284,Hold,47.62444444444444,44.5895,47.17292852269905,46.814911359195044,Hold,Hold,Buy
2020-04-20,46.53,46.58,46.53,48.171840740613824,Hold,-0.35537341522075394,-1.0190059689397075,0.6636325537189536,Buy,45.001,51.24711003155656,38.754889968443436,Hold,47.60888888888889,45.001,47.04434281815925,46.78777694403361,Hold,Hold,Buy
2020-04-21,45.38,45.3,45.38,45.53014065976714,Hold,-0.443785995118553,-0.9039619741754766,0.46017597905692365,Buy,45.391999999999996,50.563450371739464,40.22054962826053,Hold,47.483333333333334,45.391999999999996,46.7114742545274,46.65370294936374,Hold,Hold,Buy
2020-04-22,45.68,45.61,45.68,46.356587198787906,Hold,-0.4840660962337111,-0.8199827985871236,0.33591670235341253,Buy,45.703500000000005,50.05317524498532,41.35382475501469,Hold,47.24555555555556,45.703500000000005,46.50517940362192,46.56096933513862,Hold,Sell,Buy
2020-04-23,45.07,45.06,45.07,44.86596100110111,Hold,-0.5587691259252665,-0.7677400640547523,0.20897093812948575,Buy,45.8765,49.794460129830746,41.958539870169254,Hold,46.808888888888895,45.8765,46.21814352289754,46.41897225560161,Hold,Hold,Buy
2020-04-24,45.43,45.42,45.43,45.970162431183645,Hold,-0.5822114525961339,-0.7306343417630287,0.14842288916689472,Buy,45.9335,49.78691557309141,42.08008442690859,Hold,46.64222222222222,45.9335,46.06051481831803,46.32478442173479,Hold,Hold,Buy
2020-04-27,46.78,46.77,46.78,50.013131148012896,Hold,-0.486250751810104,-0.6817576237724438,0.19550687196233973,Buy,46.132,49.7068866746847,42.5571133253153,Hold,46.404444444444444,46.132,46.20441185465443,46.36813828633148,Hold,Hold,Buy
2020-04-28,46.74,46.74,46.74,49.89399983005545,Hold,-0.4087174306608219,-0.6271495851501194,0.21843215448929754,Buy,46.219,49.76244405761821,42.67555594238179,Hold,46.30777777777777,46.219,46.31152948372355,46.40355368763324,Hold,Hold,Buy
2020-04-29,47.12,47.11,47.12,51.08601889499193,Hold,-0.3130008123169574,-0.5643198305834871,0.2513190182665297,Buy,46.3625,49.80110360274898,42.92389639725101,Hold,46.31,46.3625,46.47322358697884,46.47178666976341,Sell,Buy,Buy
2020-04-30,45.89,45.85,45.89,47.17398816274692,Hold,-0.33256185706387953,-0.5179682358795656,0.1854063788156861,Buy,46.551,49.36740980869662,43.73459019130338,Hold,46.06888888888889,46.551,46.356578869583075,46.416378415500226,Hold,Sell,Buy
2020-05-01,45.6,45.6,45.6,46.27424793740948,Hold,-0.3672314863434991,-0.48782088597235235,0.12058939962885323,Buy,46.6335,49.216067266153345,44.05093273384665,Hold,45.965555555555554,46.6335,46.20526309566647,46.33862809021449,Hold,Hold,Buy
2020-05-04,45.14,45.14,45.14,44.81417527656623,Hold,-0.4269044837979763,-0.47563760553747714,0.04873312173950084,Buy,46.699,49.03705947427764,44.360940525722356,Hold,45.93888888888889,46.699,45.992210476533174,46.22447303400359,Hold,Hold,Buy
2020-05-05,45.4,45.39,45.4,45.85409758725777,Hold,-0.448051083127865,-0.47012030105555475,0.022069217927689733,Buy,46.63549999999999,49.044775715579355,44.22622428442063,Hold,45.90777777777778,46.63549999999999,45.87376838122654,46.14595179266991,Hold,Hold,Buy
2020-05-06,44.75,44.74,44.75,43.640067762790494,Hold,-0.5113647882082262,-0.47836919848608905,-0.03299558972213712,Sell,46.5475,49.100367324978635,43.994632675021364,Hold,45.87222222222223,46.5475,45.649014704981234,46.013004002891826,Hold,Hold,Sell
2020-05-07,44.6,44.59,44.6,43.12261231485779,Hold,-0.5671078359126867,-0.4961169259714086,-0.07099090994127805,Sell,46.3865,49.006723172495114,43.76627682750488,Hold,45.78,46.3865,45.43921176398499,45.87843219309261,Hold,Hold,Sell
2020-05-08,46.11,46.1,46.11,49.60117057418172,Hold,-0.48386255606960304,-0.4936660519910475,0.009803495921444472,Buy,46.242000000000004,48.556254227947974,43.927745772052035,Hold,45.705555555555556,46.242000000000004,45.573369411188,45.90048626994093,Hold,Hold,Buy
2020-05-11,45.54,45.53,45.54,47.40606589913313,Hold,-0.4585978774908952,-0.4866524170910171,0.028054539600121886,Buy,46.1725,48.48324264662758,43.86175735337242,Hold,45.57222222222222,46.1725,45.566695528950405,45.86615424423227,Hold,Hold,Buy
2020-05-12,44.82,44.81,44.82,44.71421357980116,Hold,-0.49101332444500656,-0.487524598561815,-0.0034887258831915458,Sell,45.9675,47.95709265865263,43.977907341347375,Hold,45.31666666666667,45.9675,45.41735642316032,45.76652050668634,Hold,Hold,Sell
2020-05-13,43.94,43.93,43.94,41.60468594260309,Hold,-0.581013878902553,-0.5062224546299626,-0.07479142427259033,Sell,45.784,47.812340260045694,43.755659739954304,Hold,45.1,45.784,45.121885138528256,45.59256617271622,Hold,Hold,Sell
2020-05-14,43.7,43.69,43.7,40.771919464622634,Hold,-0.6640511921795138,-0.5377882021398729,-0.12626299003964092,Sell,45.614,47.74524525003232,43.482754749967675,Hold,44.888888888888886,45.614,44.83750811082261,45.41232177531467,Hold,Hold,Sell
2020-05-15,43.26,43.33,43.26,39.221904871592514,Hold,-0.7566410964030155,-0.5815587809925015,-0.175082315410514,Sell,45.374,47.42502695714686,43.32297304285314,Buy,44.68,45.374,44.52200648865809,45.20733874909423,Hold,Hold,Hold
2020-05-18,44.97,44.93,44.97,47.564947353002914,Hold,-0.684150097188919,-0.602077044231785,-0.08207305295713396,Sell,45.29600000000001,47.27946215120402,43.31253784879599,Hold,44.632222222222225,45.29600000000001,44.611605190926475,45.184735058704305,Hold,Hold,Sell
2020-05-19,44.54,44.53,44.54,45.860160947514,Hold,-0.653860566782555,-0.612433748741939,-0.04142681804061599,Sell,45.254,47.2653509468948,43.2426490531052,Hold,44.608888888888885,45.254,44.59728415274118,45.12333171978009,Hold,Hold,Sell
2020-05-20,45.89,45.89,45.89,51.71175717724386,Hold,-0.5149857430535434,-0.5929441476042598,0.07795840455071645,Buy,45.2645,47.28737419282457,43.241625807175424,Hold,44.75222222222222,45.2645,44.85582732219295,45.1963477464677,Hold,Hold,Buy
2020-05-21,45.17,45.17,45.17,48.68920710273206,Hold,-0.4577477957666858,-0.5659048772367451,0.10815708147005931,Buy,45.26950000000001,47.29084374273935,43.24815625726067,Hold,44.647777777777776,45.26950000000001,44.91866185775436,45.193838437280306,Hold,Hold,Buy
2020-05-22,45.03,45.03,45.03,48.100480251158885,Hold,-0.4188548422425953,-0.5364948702379151,0.1176400279953198,Buy,45.2495,47.27207235899339,43.226927641006604,Hold,44.59111111111111,45.2495,44.94092948620349,45.17823477658695,Hold,Hold,Buy
2020-05-26,46.09,46.09,46.09,52.75816815414212,Hold,-0.2990514758947427,-0.48900619136928064,0.18995471547453796,Buy,45.215,47.14926172506419,43.280738274935814,Hold,44.73222222222222,45.215,45.17074358896279,45.265069559769145,Hold,Hold,Buy
2020-05-27,46.73,46.73,46.73,55.36289313759557,Hold,-0.15072631450090057,-0.4213502159956046,0.27062390149470406,Buy,45.2145,47.147106366650156,43.281893633349846,Hold,45.04222222222222,45.2145,45.482594871170235,45.404586744553036,Hold,Buy,Buy
2020-05-28,47.09,47.09,47.09,56.80557333365518,Hold,-0.00408151495300757,-0.33789647578708526,0.3338149608340777,Buy,45.213,47.139415815636,43.286584184364,Hold,45.41888888888889,45.213,45.80407589693619,45.56510229269084,Buy,Hold,Buy
2020-05-29,46.68,46.57,46.68,54.63962649393341,Hold,0.07815109454979563,-0.25468696171970906,0.3328380562695047,Buy,45.252500000000005,47.26771449818125,43.23728550181876,Hold,45.79888888888889,45.252500000000005,45.979260717548954,45.67128302672028,Hold,Hold,Buy
2020-06-01,46.99,46.98,46.99,56.005522180530306,Hold,0.16641708667249588,-0.17046615204126808,0.33688323871376397,Buy,45.322,47.4785918531443,43.165408146855704,Hold,46.02333333333333,45.322,46.18140857403917,45.79687511941359,Hold,Hold,Buy
2020-06-02,46.9,46.89,46.9,55.483164918201496,Hold,0.2264953758093995,-0.09107384647113459,0.3175692222805341,Buy,45.410000000000004,47.676172288706454,43.143827711293554,Hold,46.28555555555556,45.410000000000004,46.32512685923134,45.901934631850395,Hold,Hold,Buy
2020-06-03,47.9,47.89,47.9,59.952606038236794,Hold,0.35075619634903177,-0.0027078379071013153,0.3534640342561331,Buy,45.535000000000004,48.059878319109984,43.01012168089002,Hold,46.50888888888889,45.535000000000004,46.640101487385074,46.09222657167417,Hold,Hold,Buy
2020-06-04,47.92,47.91,47.92,60.039019172576594,Hold,0.44570976006129115,0.08697568168657718,0.35873407837471394,Buy,45.6935,48.402193800572356,42.984806199427645,Hold,46.81444444444445,45.6935,46.89608118990807,46.26630023151473,Hold,Hold,Buy
2020-06-05,49.09,49.07,49.09,64.82121041377559,Hold,0.6083575976129367,0.1912520648718491,0.41710553274108764,Buy,45.918,48.96787730555566,42.86812269444434,Sell,47.26555555555555,45.918,47.33486495192646,46.53522401898951,Hold,Hold,Hold
