Date,Short Interest__FILENAME__Cleaned_KO_Daily_with_ROC,Close__FILENAME__Cleaned_KO_Daily_with_ROC,Average Daily Volume__FILENAME__Cleaned_KO_Daily_with_ROC,Short Interest Ratio__FILENAME__Cleaned_KO_Daily_with_ROC,Short Interest_roc__FILENAME__Cleaned_KO_Daily_with_ROC,Average Daily Volume_roc__FILENAME__Cleaned_KO_Daily_with_ROC,Short Interest Ratio_roc__FILENAME__Cleaned_KO_Daily_with_ROC,CONF_Value__FILENAME__CONCCONF_Daily_Filled,Daily_Change__FILENAME__CONCCONF_Daily_Filled,ANR__FILENAME__ko_anr_feature_extracted_linear_ffill,Target Price__FILENAME__ko_anr_feature_extracted_linear_ffill,ANR Classification__FILENAME__ko_anr_feature_extracted_linear_ffill,ANR Change__FILENAME__ko_anr_feature_extracted_linear_ffill,Accts Payable__FILENAME__ko_daily_accts_payable,Rate of Change (%)__FILENAME__ko_daily_accts_payable,Return on Common Equity__FILENAME__ko_daily_ratios_with_roc,Return on Assets__FILENAME__ko_daily_ratios_with_roc,Return on Invested Capital__FILENAME__ko_daily_ratios_with_roc,EBITDA Margin__FILENAME__ko_daily_ratios_with_roc,Operating Margin__FILENAME__ko_daily_ratios_with_roc,Net Income Margin__FILENAME__ko_daily_ratios_with_roc,EPS Diluted__FILENAME__ko_daily_ratios_with_roc,Dividend per Share__FILENAME__ko_daily_ratios_with_roc,Current Ratio__FILENAME__ko_daily_ratios_with_roc,Quick Ratio__FILENAME__ko_daily_ratios_with_roc,Return on Common Equity_roc__FILENAME__ko_daily_ratios_with_roc,Return on Assets_roc__FILENAME__ko_daily_ratios_with_roc,Return on Invested Capital_roc__FILENAME__ko_daily_ratios_with_roc,EBITDA Margin_roc__FILENAME__ko_daily_ratios_with_roc,Operating Margin_roc__FILENAME__ko_daily_ratios_with_roc,Net Income Margin_roc__FILENAME__ko_daily_ratios_with_roc,EPS Diluted_roc__FILENAME__ko_daily_ratios_with_roc,Dividend per Share_roc__FILENAME__ko_daily_ratios_with_roc,Current Ratio_roc__FILENAME__ko_daily_ratios_with_roc,Quick Ratio_roc__FILENAME__ko_daily_ratios_with_roc,Revenue__FILENAME__ko_daily_revenue,Rate of Change (%)__FILENAME__ko_daily_revenue,Shares Outstanding__FILENAME__ko_daily_sharesOutstanding,Rate of Change (%)__FILENAME__ko_daily_sharesOutstanding,PX_LAST__FILENAME__ko_hp,Rate_of_Change__FILENAME__ko_hp,PX_LAST__FILENAME__KO_HP_with_signals,PX_BID__FILENAME__KO_HP_with_signals,Price__FILENAME__KO_HP_with_signals,RSI__FILENAME__KO_HP_with_signals,RSI_Signal__FILENAME__KO_HP_with_signals,MACD_Line__FILENAME__KO_HP_with_signals,MACD_Signal__FILENAME__KO_HP_with_signals,MACD_Hist__FILENAME__KO_HP_with_signals,MACD_Signal_Indicator__FILENAME__KO_HP_with_signals,Bollinger_SMA__FILENAME__KO_HP_with_signals,Bollinger_Upper__FILENAME__KO_HP_with_signals,Bollinger_Lower__FILENAME__KO_HP_with_signals,Bollinger_Signal__FILENAME__KO_HP_with_signals,SMA_9__FILENAME__KO_HP_with_signals,SMA_20__FILENAME__KO_HP_with_signals,EMA_9__FILENAME__KO_HP_with_signals,EMA_20__FILENAME__KO_HP_with_signals,SMA_Cross_Signal__FILENAME__KO_HP_with_signals,EMA_Cross_Signal__FILENAME__KO_HP_with_signals,Overall_Signal__FILENAME__KO_HP_with_signals,Stock Price__FILENAME__ko_q2_q4_seasonality_cleaned,Q_1__FILENAME__ko_q2_q4_seasonality_cleaned,Q_2__FILENAME__ko_q2_q4_seasonality_cleaned,Q_3__FILENAME__ko_q2_q4_seasonality_cleaned,Q_4__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_Stock_Price__FILENAME__ko_q2_q4_seasonality_cleaned,CQ4_Stock_Price__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_CQ4_Seasonality_Ratio__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_CQ4_Label_Daily__FILENAME__ko_q2_q4_seasonality_cleaned,Prev_Q4_Stock_Price__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_PQ4_Seasonality_Ratio__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_PQ4_Label_Daily__FILENAME__ko_q2_q4_seasonality_cleaned,M2_Value__FILENAME__M2_HP_Daily_Filled,Daily_Change__FILENAME__M2_HP_Daily_Filled,PX_LAST__FILENAME__pbj_hp,Rate_of_Change__FILENAME__pbj_hp,PX_LAST__FILENAME__PCUSEQTR_HP,Rate_of_Change__FILENAME__PCUSEQTR_HP,PX_LAST__FILENAME__VIX_HP,Rate_of_Change__FILENAME__VIX_HP,PX_LAST__FILENAME__xlp_hp,Rate_of_Change__FILENAME__xlp_hp,Future_xd_Return,Label
2020-02-12,36185124,58.4,12162777,2.975070907,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,59.41,-0.0030206410471557,59.41,59.4,59.41,72.01759071579836,2,0.943008833609035,0.8443809795370549,0.09862785407198,0,58.1355,60.17101079843034,56.09998920156966,1,59.06666666666667,58.1355,59.023312927898985,58.18564027807316,1,1,1,59.41,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,33.6805,0.0027061947745732,0.48,0.0666666666666666,13.74,-0.0948616600790513,64.26,-0.0004666355576294,-0.20619424339336812,Sell
2020-02-13,36185124,58.4,12162777,2.975070907,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,59.61,0.0033664366268304,59.61,59.62,59.61,73.4533969621019,2,0.9396600201790192,0.8634367876654478,0.0762232325135714,0,58.28099999999999,60.30042044838825,56.26157955161173,1,59.2011111111111,58.28099999999999,59.14065034231919,58.32129358492333,1,1,1,59.61,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,33.8649,0.0054749781030565,0.55,0.1458333333333334,14.15,0.0298398835516739,64.64,0.0059134765017117,-0.18688139573897,Sell
2020-02-14,38342179,59.95,9004286,4.258214255,0.059611651,-0.259685021,0.431298409,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,59.95,0.0057037409830564,59.95,59.93,59.95,75.73300576590803,2,0.9534504367773948,0.8814395174878373,0.0720109192895575,0,58.4375,60.46530539915505,56.40969460084495,1,59.35333333333334,58.4375,59.30252027385536,58.476408481597296,1,1,1,59.95,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,33.9324,0.0019932142129461,0.58,0.0545454545454544,13.68,-0.0332155477031802,64.79,0.0023205445544556,-0.24503753127606342,Sell
2020-02-18,38342179,59.95,9004286,4.258214255,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,59.53,-0.0070058381984987,59.53,59.53,59.53,67.96849526104945,1,0.9198850886789458,0.8891286317260592,0.0307564569528866,0,58.56699999999999,60.52162312964613,56.612376870353856,1,59.43,58.56699999999999,59.348016219084286,58.57675053096898,1,1,0,59.53,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,33.8007,-0.0038812462425292,0.51,-0.1206896551724137,14.83,0.08406432748538,64.56,-0.0035499305448372,-0.2074584243238703,Sell
2020-02-19,38342179,59.95,9004286,4.258214255,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,59.77,0.0040315807156057,59.77,59.77,59.77,69.86949449001958,1,0.9022497294715706,0.8917528512751616,0.0104968781964089,0,58.697,60.6057179494432,56.78828205055681,1,59.53222222222223,58.697,59.43241297526743,58.69039333754336,1,1,0,59.77,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,33.6355,-0.0048874727446472,0.45,-0.1176470588235294,14.38,-0.0303438975050572,64.49,-0.0010842627013631,-0.2496235569683788,Sell
2020-02-20,38342179,59.95,9004286,4.258214255,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,59.72,-0.0008365400702694,59.72,59.68,59.72,68.95139216955835,1,0.8741622004119876,0.8882347211025268,-0.0140725206905392,2,58.8025,60.69139134846769,56.9136086515323,1,59.61333333333333,58.8025,59.48993038021395,58.788451114920186,1,1,2,59.72,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,33.7632,0.0037965839663449,0.51,0.1333333333333333,15.56,0.0820584144645339,64.54,0.0007753140021711,-0.29956463496316144,Sell
2020-02-21,38342179,59.95,9004286,4.258214255,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,60.13,0.0068653717347622,60.13,60.12,60.13,72.17962599573454,2,0.8749008918848276,0.885567955258987,-0.0106670633741594,2,58.9175,60.83690643237223,56.99809356762776,1,59.71777777777778,58.9175,59.61794430417117,58.91621767540398,1,1,2,60.13,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,33.7217,-0.0012291488958392,0.73,0.4313725490196078,17.08,0.0976863753213366,64.65,0.001704369383328,-0.3630467320804923,Sell
2020-02-24,38342179,59.95,9004286,4.258214255,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,58.65,-0.0246133377681689,58.65,58.64,58.65,51.40303958331778,1,0.7474465801682797,0.8579436802408456,-0.1104971000725658,2,58.96600000000001,60.80090599214248,57.131094007857534,1,59.59555555555556,58.96600000000001,59.424355443336935,58.890863611079794,1,1,2,58.65,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,33.2391,-0.0143112595153861,0.7,-0.0410958904109589,25.03,0.4654566744730681,63.16,-0.023047177107502,-0.35959079283887463,Sell
2020-02-25,38342179,59.95,9004286,4.258214255,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,57.82,-0.0141517476555839,57.82,57.83,57.82,43.79033622201308,1,0.5728604774824575,0.800927039689168,-0.2280665622067105,2,58.983,60.765489093492974,57.20051090650704,1,59.39888888888889,58.983,59.103484354669554,58.78887660050077,1,1,2,57.82,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,32.61,-0.018926505230286,0.8,0.142857142857143,27.85,0.1126648022373151,62.02,-0.0180493983533881,-0.3177101349014182,Sell
2020-02-26,38342179,59.95,9004286,4.258214255,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,57.6,-0.0038049117952265,57.6,57.59,57.6,42.01420311659136,1,0.411998311817122,0.7231412941147589,-0.3111429822976369,2,59.0125,60.6728471418891,57.352152858110905,1,59.19777777777777,59.0125,58.80278748373565,58.67565025759594,1,1,2,57.6,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,31.9679,-0.0196902790555044,0.65,-0.1875,27.56,-0.0104129263913824,61.67,-0.0056433408577878,-0.27760416666666665,Sell
2020-02-27,38342179,59.95,9004286,4.258214255,0.0,0.0,0.0,130.4,1.72,1.8000000000000005,63.5,0,0.0,3517.0,0.0,49.6079,10.5191,12.7213,29.2788,23.8641,22.5187,135.0,2.5641,0.7567,0.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573.0,0.0,4294.0,0.0,54.93,-0.0463541666666666,54.93,54.88,54.93,27.45819085508701,0,0.0682801100928003,0.5921690573103673,-0.523888947217567,2,58.9085,61.22707737689125,56.58992262310876,0,58.67777777777778,58.9085,58.02822998698852,58.31892166163443,2,2,0,54.93,1,0,0,0,42.12,49.18,0.8564457096380642,2,55.35,0.7609756097560975,0,15401.3,0.44,31.012,-0.0299018703136584,0.86,0.323076923076923,39.16,0.420899854862119,59.16,-0.0407005026755311,-0.19370107409430182,Sell
